"_SYSTEM_ID","Question External Id","Question Name"
"656eef13caf818fd44a47d7f","Q1_1701768960273","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656eef13caf818fd44a47d85","Q2_1701768960273","Mr. Hira as the education officer as part of his duties has to channelize and monitor funds. He has realised that the schools do not share their expenses regularly. He may not receive further funds in case he fails to share the project progress and submit the expenses. What do you think he should do?"
"656eef13caf818fd44a47d8b","Q3_1701768960273","Age"
"656eef13caf818fd44a47d91","Q4_1701768960273","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656eef13caf818fd44a47d97","Q5_1701768960273","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656eef13caf818fd44a47d9d","Q6_1701768960273","There have been few changes in the syllabus. Some of the principals and teachers are anxious as they feel that the syllabus has become difficult. How do you think Mr. Babu should as the education officer handle the situation?"
"656eef13caf818fd44a47da3","Q7_1701768960273","Experience"
"656eef13caf818fd44a47da9","Q8_1701768960273","Date of birth"
"656eef13caf818fd44a47daf","Q9_1701768960273","Due to the pandemic, the progress on various initiatives has been slow. Some of the school principals are not in favour because they feel the burden is already enough due to virtual classes. How would you communicate with them to implement the initiatives?"
"656eef13caf818fd44a47db6","Q10_1701768960273","Mr. Ramesh is the education officer. He has to decide which projects he would like to initiate this year. How do you suggest he should decide?"
"656eef13caf818fd44a47dbc","Q11_1701768960273","Your senior has informed you that you are required to make a few changes in the current Health plan of students. You have also been briefed with what changes have to be implemented. When and how would you involve school principals to implement these changes across all schools of your district?"
"656eef13caf818fd44a47dc3","Q12_1701768960273","The new initiatives by the education department want district education officers to implement ICDS. How would you ensure that the initiatives are implemented across the district?"
"656eef13caf818fd44a47dc9","Q13_1701768960273","As the education officer, you are required to create awareness for Women and Child Welfare in the district. How would you ensure awareness is brought across the district?"
"656eef13caf818fd44a47dd0","Q14_1701768960273","Mr. Raju has realised that there is an increasing issue of high drop out among girls in your district. How would you handle the situation?"
"656eef13caf818fd44a47dd6","Q15_1701768960273","You are working on improving the enrolment of new students in the schools of your district. You need to establish goals for the plan. What will you do?"
"656eef13caf818fd44a47ddc","Q16_1701768960273","You would like to work on implementing BaLa in the schools of your district. How would you ensure that the project is a success?"
