"_SYSTEM_ID","Question External Id","Question Name"
"656ee01bcaf818fd44a47a24","Q1_1701765071071","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656ee01bcaf818fd44a47a2a","Q2_1701765071071","Mr. Hira as the education officer as part of his duties has to channelize and monitor funds. He has realised that the schools do not share their expenses regularly. He may not receive further funds in case he fails to share the project progress and submit the expenses. What do you think he should do?"
"656ee01bcaf818fd44a47a30","Q3_1701765071071","Age"
"656ee01bcaf818fd44a47a36","Q4_1701765071071","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656ee01bcaf818fd44a47a3c","Q5_1701765071071","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656ee01bcaf818fd44a47a42","Q6_1701765071071","There have been few changes in the syllabus. Some of the principals and teachers are anxious as they feel that the syllabus has become difficult. How do you think Mr. Babu should as the education officer handle the situation?"
"656ee01bcaf818fd44a47a48","Q7_1701765071071","Experience"
"656ee01bcaf818fd44a47a4e","Q8_1701765071071","Date of birth"
"656ee01bcaf818fd44a47a54","Q9_1701765071071","Due to the pandemic, the progress on various initiatives has been slow. Some of the school principals are not in favour because they feel the burden is already enough due to virtual classes. How would you communicate with them to implement the initiatives?"
"656ee01bcaf818fd44a47a5b","Q10_1701765071071","Mr. Ramesh is the education officer. He has to decide which projects he would like to initiate this year. How do you suggest he should decide?"
"656ee01bcaf818fd44a47a61","Q11_1701765071071","Your senior has informed you that you are required to make a few changes in the current Health plan of students. You have also been briefed with what changes have to be implemented. When and how would you involve school principals to implement these changes across all schools of your district?"
"656ee01bcaf818fd44a47a68","Q12_1701765071071","The new initiatives by the education department want district education officers to implement ICDS. How would you ensure that the initiatives are implemented across the district?"
"656ee01bcaf818fd44a47a6e","Q13_1701765071071","As the education officer, you are required to create awareness for Women and Child Welfare in the district. How would you ensure awareness is brought across the district?"
"656ee01bcaf818fd44a47a75","Q14_1701765071071","Mr. Raju has realised that there is an increasing issue of high drop out among girls in your district. How would you handle the situation?"
"656ee01bcaf818fd44a47a7b","Q15_1701765071071","You are working on improving the enrolment of new students in the schools of your district. You need to establish goals for the plan. What will you do?"
"656ee01bcaf818fd44a47a81","Q16_1701765071071","You would like to work on implementing BaLa in the schools of your district. How would you ensure that the project is a success?"
