"_SYSTEM_ID","Question External Id","Question Name"
"656eec11caf818fd44a47bf7","Q1_1701768141946","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656eec11caf818fd44a47bfd","Q2_1701768141946","Mr. Hira as the education officer as part of his duties has to channelize and monitor funds. He has realised that the schools do not share their expenses regularly. He may not receive further funds in case he fails to share the project progress and submit the expenses. What do you think he should do?"
"656eec11caf818fd44a47c03","Q3_1701768141946","Age"
"656eec11caf818fd44a47c09","Q4_1701768141946","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656eec11caf818fd44a47c0f","Q5_1701768141946","As the district official, one of Mr. Sanjay's objectives is to increase the enrolment of new students every year. He has to ensure that there is equal focus on genders, CwSN, and students from minority status. How should he ensure that the project running is as per the goals set?"
"656eec11caf818fd44a47c15","Q6_1701768141946","There have been few changes in the syllabus. Some of the principals and teachers are anxious as they feel that the syllabus has become difficult. How do you think Mr. Babu should as the education officer handle the situation?"
"656eec11caf818fd44a47c1b","Q7_1701768141946","Experience"
"656eec11caf818fd44a47c21","Q8_1701768141946","Date of birth"
"656eec11caf818fd44a47c27","Q9_1701768141946","Due to the pandemic, the progress on various initiatives has been slow. Some of the school principals are not in favour because they feel the burden is already enough due to virtual classes. How would you communicate with them to implement the initiatives?"
"656eec11caf818fd44a47c2e","Q10_1701768141946","Mr. Ramesh is the education officer. He has to decide which projects he would like to initiate this year. How do you suggest he should decide?"
"656eec11caf818fd44a47c34","Q11_1701768141946","Your senior has informed you that you are required to make a few changes in the current Health plan of students. You have also been briefed with what changes have to be implemented. When and how would you involve school principals to implement these changes across all schools of your district?"
"656eec11caf818fd44a47c3b","Q12_1701768141946","The new initiatives by the education department want district education officers to implement ICDS. How would you ensure that the initiatives are implemented across the district?"
"656eec11caf818fd44a47c41","Q13_1701768141946","As the education officer, you are required to create awareness for Women and Child Welfare in the district. How would you ensure awareness is brought across the district?"
"656eec11caf818fd44a47c48","Q14_1701768141946","Mr. Raju has realised that there is an increasing issue of high drop out among girls in your district. How would you handle the situation?"
"656eec11caf818fd44a47c4e","Q15_1701768141946","You are working on improving the enrolment of new students in the schools of your district. You need to establish goals for the plan. What will you do?"
"656eec11caf818fd44a47c54","Q16_1701768141946","You would like to work on implementing BaLa in the schools of your district. How would you ensure that the project is a success?"
